,Cod_Loc,IdProvincia,IdDepartamento,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web
550,30084070,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Crespo,Museo Municipal Del Centenario,San Arnoldo Jassen Entre Tucumán y Córdoba. Bº San José,,E3116ADI,,,,
551,30021080,30,30021,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Diamante,Museo Municipal Regional De Diamante,Pedro Serrano 425,,E3105DZI,343.0,498 1024,culturadte@hotmail.com,
552,30028070,30,30028,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,,E3206BSB,,,,
553,30028070,30,30028,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,,E3206APR,3456.0,481 586,,
554,30028070,30,30028,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,,3206,3456.0,481 035,,
555,30088010,30,30088,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,,,345.0,490 138,museoregionalgralcampos@yahoo.com.ar,
556,30049040,30,30049,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,,,E2840BUC,,,,
557,30049040,30,30049,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,,2840,3444.0,424 110,,
558,30049040,30,30049,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,,2840,3444.0,481 068,,
559,30049040,30,30049,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,,E2840DTF,3444.0,424 105 INT. 22,museoambrosetti@yahoo.com,
560,30056070,30,30056,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,,E2822FED,3446.0,427 287,,
561,30056070,30,30056,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,,E2820FOH,3446.0,437 028,derudi7@hotmail.com,
562,30056070,30,30056,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,,E2820AER,3446.0,426 357,museoagricolasrg@yahoo.com.ar,
563,30056070,30,30056,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,,E2822DZK,3446.0,437 034,parqueestacion@hotmail.com,
564,30056070,30,30056,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,,E2820EKC,3446.0,437 036,azoteadelapalma@yahoo.com.ar,
565,30070040,30,30070,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,,E3190DNK,3437.0,424 635,,
566,30070040,30,30070,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,,E3190AAB,3437.0,421 265,,
567,30021150,30,30021,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,,E3103XAF,343.0,491 0082,,
568,30077070,30,30077,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de mayo 0687,,E3150AFI,3435.0,423 169,,
569,30084150,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),,E3100XAD,,,,
570,30084150,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,,E3100XAD,343.0,434 0229,,
571,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,,E3100EOA,343.0,422 9871,,
572,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,,E3100BQF,343.0,421 1884,,
573,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,,E3100ACA,343.0,421 8253,,
574,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,,E3100FFC,343.0,420 8891,,
575,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,,E3100IDH,343.0,420 2240,,
576,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,,E3100FWB,343.0,420 8894,museoserrano@hotmail.com,
577,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,,E3100BQF,343.0,420 7869,museohistorico@gmail.com,
578,30084160,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,,E3100BQG,43.0,311527,prensabellasartes@yahoo.com.ar,
579,30091100,30,30091,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,,E3174BLE,,,,
580,30008090,30,30008,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,,E3283DHM,3447.0,470 088,museohistorico@ciudad.com.ar,
581,30088020,30,30088,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,,3218,,,,
582,30088020,30,30088,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,,3218,345.0,491 0035,,
583,30084270,30,30084,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,,E3109AWC,343.0,492 0011,museo@vialedigital.com.ar,
584,30113070,30,30113,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,,E3246BAA,3455.0,492 191,,
585,30113080,30,30113,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,,E3240DNK,3455.0,424 222,,
586,30113080,30,30113,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,,E3240BTR,,,,
587,30098040,30,30098,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,,3260,3442.0,424210,,
588,30098040,30,30098,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,,3260,3442.0,441602,juanjorossi@argentina.com,
589,30084160,30,30084,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,,3100,343.0,4207901,casaculturaentrerios@yahoo.com.ar,
590,30084160,30,30084,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,,3100,343.0,4030283,info@eduardosegura.com.ar,
591,34014020,34,34014,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,,3600,,,,
592,34014020,34,34014,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,,3600,,,,
593,34014020,34,34014,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,,P3600AXN,,,,
594,34014020,34,34014,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,,3600,,,,
595,34049020,34,34049,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,,3613,,,direccionde patrimonio@formosa.gov.ar,
596,34056040,34,34056,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",,3606,3717.0,461 007,,
597,34021060,34,34021,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,,,3525,,,,
598,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,,Y4600XAU,388.0,15 4047 509,,
599,38035040,38,38035,Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",,Y4514BOR,3886.0,430 913,,
600,38014040,38,38014,Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,,Y4603CHB,,,,
601,38094040,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,,Y4622XAK,,,,
602,38094020,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",,Y4626XAI,388.0,495 5204,,
603,38094040,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,,Y4624XAH,11.0,59142134,,
604,38028040,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,,Y4630BNC,388.0,422 8993,,
605,38028040,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,,Y4630BCI,388.0,15 4173 549,,
606,38028040,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,,Y4630BCP,3887.0,421 375,,
607,38028040,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,,Y4630DNF,3887.0,421 066,,
608,38028040,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,,Y4630BCP,3887.0,421 375,,
609,38112050,38,38112,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,,Y4650CMB,3885.0,423 039,,
610,38112050,38,38112,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,,Y4650CYN,388.0,423 423,,
611,38035080,38,38035,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador General San Martin,Museo David Rhys,25 de mayo 99,,E3103XAF,343.0,491 8000 INT 1460 / 1462,geociencia@uapar.edu,
612,38035080,38,38035,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador Gral. San Martín,Centro De Visitantes Ledesma,"Reconquista 442, Barrio Ledesma",,Y4512GCB,3886.0,429 439,,
613,38063180,38,38063,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,"Museo Histórico, Arqueológico Y De Arte Pablo Baldwin",Miguel F. Aráoz Esq. 9 de Julio,,Y4500EZJ,,,,
614,38063180,38,38063,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Histórico Regional Fray José María Bottaro,9 de julio 0134,,B2930HZD,3329.0,427 677,musehistoricosanpedro@yahoo.com.ar,
615,38063180,38,38063,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Cacique Bonifacio Maidana,Av. 25 de Mayo y San Martín,,3352,3751.0,470 222,,
616,38063180,38,38063,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Casa Museo Fernando García Curten,Mitre 1574,,B2930ABP,3329.0,427 352,,
617,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Casa Macedonio Graz,Lamadrid Esq. Güemes,,Y4600EDA,388.0,431 0405,,
618,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Bellas Artes Jorge Mendoza,Av. Urquiza 410,,Y4600AQD,388.0,422 0149,,
619,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo En Maquetas Tupac Amaru,Alvear 1152,,Y4600AJP,,,,
620,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Ciencias Naturales Carlos Darwin - Colegio Nacional Nº1 Teodoro Sánchez De Bustamante,Gorriti 353,,Y4600DXG,388.0,423 3599,,
621,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Catedral,Sarmiento Esq. Belgrano,,Y4600DYF,388.0,422 6569,,
622,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Culturarte,San Martín Esq. Sarmiento,,Y4600ADJ,388.0,424 9539,,
623,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Policial,Belgrano 493,,Y4600ABG,388.0,423 7764,,
624,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Arte Sacro San Francisco,Belgrano 677,,Y4600ABK,388.0,423 3434,,
625,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Provincial,Lavalle 256,,Y4600EAF,388.0,422 1355,,
626,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Arqueológico Provincial,Lavalle 434,,Y4600EAJ,388.0,431 0693,,
627,38021060,38,38021,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,"Museo De Geología, Mineralogía Y Paleontología",Av. Bolivia 1661,,Y4600GNE,388.0,422 1593 INT 218,,
628,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Ojito De Agua,Jujuy 558,,Y4624APL,388.0,15 5812 490,,
629,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Ermitas Tilcareñas,Rivadavia S/N,,Y4624AYL,388.0,423 4386,,
630,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Pucará,"Pucara S/N (A 1 Km de Tilcara, en la Margen Izquierda del Río Grande)",,Y4624BIA,388.0,495 5006,,
631,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Medardo Pantoja,Alberro 560,,Y4624ADL,,,,
632,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Bellas Artesfundación Hugo Irureta,Belgrano y Bolívar,,Y4624AFH,388.0,495 5124,,
633,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Regional De Pintura José Antonio Terry,Rivadavia 352,,Y4624AYH,388.0,495 5005,,
634,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Arqueológico Dr. Eduardo Casanova,Belgrano 445,,Y4624AFI,388.0,495 5006,,
635,38094050,38,38094,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Escultura Ernesto Soto Avendaño,Belgrano 577,,Y4624AFK,388.0,495 5354,,
636,38098040,38,38098,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tumbaya,Museo Cecilio Bustamante,"Coronel Quintana, Esq. Buenos Aires S/N",,4618,388.0,499 6015,,
637,38028060,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Familiar Dora Arancibia,Mariano Arancibia S/N,,Y4626XAD,,,,
638,38028060,38,38028,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Takashi Takahashi,Cátulo Aparicio S/N,,Y4626XAD,388.0,423 0901,,
639,38112080,38,38112,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi,Casa Hacienda Del Marquesado De Tojo,Av. Marqués Campero S/N,,4651,3887.0,491 138,,
640,38112090,38,38112,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi Chico,Museo Mama Antonia - Tata Portal,Comunidad Aborigen Yavi Chico,,Y4651XAG,,,,
641,38007020,38,38007,Espacios de Exhibición Patrimonial,,Jujuy,Abra Pampa,Arqueológico Leopoldo Aban,Sarmiento 450,,,,,,
642,38094050,38,38094,Espacios de Exhibición Patrimonial,,Jujuy,Tilcara,De Esculturas Alfredo Yacuzzi,Ambrosetti Entre Debenedetti y Castañeda,,,,,,
643,38112080,38,38112,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,De Antigales,,,,3887.0,491138,,
644,38112080,38,38112,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,Casa De Hacienda De Yavi Del Marquesado De Toso,,,,,,,
645,42070010,42,42070,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alpachiri,Museo Histórico Municipal De Alpachiri,Ceballos s/n - Estación de Ferrocarril-,,L6309AEA,2953.0,497 102,,
646,42133020,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alta Italia,Museo Histórico Municipal,Aristóbulo del Valle 351,,L6207AEG,2302.0,491 168,,
647,42147010,42,42147,Espacios de Exhibición Patrimonial,Museos,La Pampa,Arata,Museo Histórico De Arata,Libertad 250,,L6385AGF,2335.0,498 052,museoarata@hotmail.com,
648,42077020,42,42077,Espacios de Exhibición Patrimonial,Museos,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martín S/N,,L8204AFB,2925.0,499 222,,
649,42098010,42,42098,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Histórico Familiar Orgales,Sobre Ruta Nº 105,,6319,2338.0,496 012,,
650,42098010,42,42098,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Atelier Antonio Ortiz Echagüe,"Establecimiento ""La Holanda""",,6319,2338.0,496 038,,
651,42056020,42,42056,Espacios de Exhibición Patrimonial,Museos,La Pampa,Ceballos,Museo De La Biblioteca Popular Francisco Ceballos,Ruta Provincial N° 13 Km 80,,6221,2954.0,473 237,,
652,42112020,42,42112,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia 25 de Mayo,Museo Geominero Don José Cholino,Ruta Provincial Nº 4 Parque Industrial,,8201,299.0,494 8177,,
653,42119010,42,42119,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Barón,Museo Colonia Barón,San Martín 345,,L6315AFC,2333.0,476 201,,
654,42154030,42,42154,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Santa María,La Casa Museo De Los Abuelos Guinder,San Martín S/N,,8214,2952.0,493 024,,
655,42035010,42,42035,Espacios de Exhibición Patrimonial,Museos,La Pampa,Conhelo,Museo Agrario José A. Gaillaurdou,Estación del ferrocarril,,L6381XAI,2334.0,482 001,,
656,42056030,42,42056,Espacios de Exhibición Patrimonial,Museos,La Pampa,Coronel Hilario Lagos,Museo Perito Francisco P. Moreno,San Martín n° 77,,L6228AKC,2331.0,495 049,,
657,42105020,42,42105,Espacios de Exhibición Patrimonial,Museos,La Pampa,Dorila,Museo Histórico Dorila,Calle 10 esquina 3,,L6365XAJ,2302.0,480 101,,
658,42035020,42,42035,Espacios de Exhibición Patrimonial,Museos,La Pampa,Eduardo Castex,Museo Histórico Municipal Juan Ricardo Nervi,Rivadavia S/N,,6380,,,,
659,42133040,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Embajador Martini,Museo Municipal Néstor Tellería,Estación del ferrocarril,,,2335.0,495 287,,
660,42133050,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Falucho,Museo Del Centenario,Acceso Ricardo Lavalle 298,,6215,2331.0,499 337,,
661,42105030,42,42105,Espacios de Exhibición Patrimonial,Museos,La Pampa,General Pico,Museo Regional Maracó,Calle 17 N° 560,,L6360BAL,2302.0,421 043,,
662,42077030,42,42077,Espacios de Exhibición Patrimonial,Museos,La Pampa,Gral. San Martín,Museo Aldo Pato Hernando,Pasteur 17,,L8206BAA,2925.0,497 244,,
663,42077030,42,42077,Espacios de Exhibición Patrimonial,Museos,La Pampa,Gral. San Martín,Museo Villa Alba,Predio del ferrocarril calle Rivadavia,,8206,2925.0,497 220,,
664,42070030,42,42070,Espacios de Exhibición Patrimonial,Museos,La Pampa,Guatraché,Museo Y Archivo Histórico,Sarmiento S/N,,,2924.0,492 498,andreaverna@yahoo.com.ar,
665,42133060,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Ingeniero Luiggi,Museo Histórico Municipal,9 de Julio S/N - Estación del ferrocarril,,6205,2335.0,472 155,,
666,42077050,42,42077,Espacios de Exhibición Patrimonial,Museos,La Pampa,Jacinto Arauz,Museo Histórico Del Médico Rural Dr. René G. Favaloro,Estación del ferrocarril,,8208,2925.0,493 224,,
667,42133030,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Maisonnave,Museo Chacarero La Loma,"Lote dos, fracción A, sección 1. Ruta Nac. 188",,6212,2331.0,460 182,,
668,42133030,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Maisonnave,Museo Juan Antonio Cantarella,,,,2331.0,491 004,mccantarella@hotmail.com,
669,42119030,42,42119,Espacios de Exhibición Patrimonial,Museos,La Pampa,Miguel Cané,Museo Colegio Gral. Don Martín Miguel De Güemes,Belgrano S/N,,6331,2333.0,498 046,,
670,42007030,42,42007,Espacios de Exhibición Patrimonial,Museos,La Pampa,Miguel Riglos,Museo Casa Vicente,Av. Belgrano 573,,L6301ABF,2953.0,498 163,,
671,42126040,42,42126,Espacios de Exhibición Patrimonial,Museos,La Pampa,Parera,Museo El Tordillo,Av. San Martín N° 434,,L6213ALJ,2331.0,497 152,,
672,42154050,42,42154,Espacios de Exhibición Patrimonial,Museos,La Pampa,Quehué,Museo Municipal Casa Sarasola,Paseo de la Estación,,,2952.0,499 010,,
673,42126060,42,42126,Espacios de Exhibición Patrimonial,Museos,La Pampa,Quetrequén,Museo Histórico El Almacén,España y Mohiragi,,L6212XAB,2331.0,493 018,,
674,42133080,42,42133,Espacios de Exhibición Patrimonial,Museos,La Pampa,Realico,Museo Patria Chica De Mohamed Díaz,Gobernador Centeno 1566,,L6200AQP,2331.0,462 300,,
675,42140005,42,42140,Espacios de Exhibición Patrimonial,Museos,La Pampa,Reserva Natural Parque Luro,Museo De Parque Luro El Castillo,"Ruta Nacional 35, km 294",,6330,2954.0,15 6924 12,,
676,42021020,42,42021,Espacios de Exhibición Patrimonial,Museos,La Pampa,Santa Rosa,Museo Histórico Legislativo,Corrientes 200,,L6300AWD,2954.0,428 351 INT. 3742,,
677,42021020,42,42021,Espacios de Exhibición Patrimonial,Museos,La Pampa,Santa Rosa,Casa  Museo La Malvinas,Parque recreativo Don Tomás,,,2954.0,436 555,,
678,42021020,42,42021,Espacios de Exhibición Patrimonial,Museos,La Pampa,Santa Rosa,Museo Provincial De Historia Natural,Quintana 116,,L6300ARD,2954.0,422 693,sc_arteslapampa@cpenet.com.ar,www.lapampa.gov.ar/cultura
679,42021020,42,42021,Espacios de Exhibición Patrimonial,Museos,La Pampa,Santa Rosa,Museo Provincial De Artes,9 de Julio y Villegas,,L6300AUG,2954.0,427 332,sc_arteslapampa@cpenet.com.ar,www.lapampa.gov.ar/cultura
680,42021020,42,42021,Espacios de Exhibición Patrimonial,Museos,La Pampa,Santa Rosa,Museo Policial Crio General Alberto Dionisio Antonio,Avda. Belgrano Norte 140,,L6300EMO,2954.0,433 551,,
681,42140020,42,42140,Espacios de Exhibición Patrimonial,Museos,La Pampa,Toay,Museo Del Regimiento Nº 12,Av. Perón 8187,,6303,2954.0,498 253,,
682,42140020,42,42140,Espacios de Exhibición Patrimonial,Museos,La Pampa,Toay,Museo Histórico Teniente General Luis María Campos,Av. Perón 8187,,6303,2954.0,498 019,,
683,42140020,42,42140,Espacios de Exhibición Patrimonial,Museos,La Pampa,Toay,Museo Cívico-Militar Toay,Av. 9 de julio y Roque S. Peña,,L6303AJE,2954.0,381 996,,
684,42140020,42,42140,Espacios de Exhibición Patrimonial,Museos,La Pampa,Toay,Casa Museo Olga Orozco,Avda. Reg. 13 de Caballería N° 1102,,L6303ACY,2954.0,381 998,,
685,42147030,42,42147,Espacios de Exhibición Patrimonial,Museos,La Pampa,Trenel,Museo Histórico Casa De La Cultura,Leandro Alem 701,,L6369BCI,2302.0,499 120,,
686,42056060,42,42056,Espacios de Exhibición Patrimonial,Museos,La Pampa,Vertiz,Museo Municipal Del Centenario,"Malvinas Argentinas 418, 2 º",,6365,2302.0,493 039,,
687,42119060,42,42119,Espacios de Exhibición Patrimonial,Museos,La Pampa,Villa Mirasol,Museo Regional Rincón De Vida,Avda. San Martín 871,,6315,2333.0,493 031,bibmiras@cosypro.com.ar,
688,42035060,42,42035,Espacios de Exhibición Patrimonial,Museos,La Pampa,Winifreda,Museo De La Comunidad,Av. Roca y España,,6313,2333.0,497 103,,
689,42154020,42,42154,Espacios de Exhibición Patrimonial,,La Pampa,Chacharramendi,Parador Histórico Pulperia De Chacharramendi,F. Seijo S/N,,,2952.0,491004,,
690,46007010,46,46007,Espacios de Exhibición Patrimonial,Museos,La Rioja,Aimogasta,Museo Regional,Luis Manzueto de Fuentes y 25 de Mayo,,5310,3827.0,420 115,,
691,46049050,46,46049,Espacios de Exhibición Patrimonial,Museos,La Rioja,Campanas,Museo Acnin,Barrio La Plaza,,5361,,,,
692,46035010,46,46035,Espacios de Exhibición Patrimonial,Museos,La Rioja,Chamical,Museo Municipal Prof. Rolando Hugo Reales,"Antigua Estación de Ferrocarril, 25 de Mayo S/N",,5380,,,,
693,46021040,46,46021,Espacios de Exhibición Patrimonial,Museos,La Rioja,Chuquis,Museo Histórico Castro Barros,Felipe Pelanda López S/N,,5301,,,,
694,46049070,46,46049,Espacios de Exhibición Patrimonial,Museos,La Rioja,Famatina,Museo Municipal De Famatina,Juan Facundo Quiroga S/N,,5365,3825.0,493 340,,
